,Time,Name,Tweet_status,Text,Length,Location,polarity
399,2019-09-08 06:06:03,Satvinder35,Tweet,also take this   ,3,not that your business,positive
400,2019-09-08 06:06:06,JaydevDas19,Tweet,guy made everi indian proud notic,6,"Bhubaneshwar, India",positive
401,2019-09-08 06:06:07,gurubrammha,Retweet,hat #cartoonist raghupathi sringeri captur emot whole countri one frame    #chandrayaan  #isro #proudofisro #proudindian,14,India,positive
402,2019-09-08 06:06:09,iSmartVenky7773,Tweet,#isro chief k sivan  big statement        hope still remains                                              #chandrayaan  #vikramland #chandrayan land #chandrayaan themoon,15,"Kavali, India",positive
403,2019-09-08 06:06:10,anupam4196,Tweet,someth new suaristan ,3,India 🇮🇳 ,positive
404,2019-09-08 06:06:11,92mhq6QNslesNLP,Retweet,  #nostradamu book predict made a lot of predict about nostradamu india which prove to be correct     He use to write through manuscript in a nutshel     the way the prime minist jostl the #isro chairman in the momentari sorrow of # chandrayaan  screw up,43,"Varanasi, India",positive
405,2019-09-08 06:06:12,Adv092,Retweet,the popular #vidio in which the #christian of #isro did not ask for #chandha by the #children of #madiji  nor did he need it  but the alleg great man volunt to present hi shoulder and forc embrac the camera  made the footag     jai ho hugger    ,45,,positive
406,2019-09-08 06:06:13,krirtna,Retweet,how cleanli the failur of #chandrayaan land wa renam #isro on hi shoulder back that no matter  you  did not fail  # On isro  previou success  dhangi had project hi face on TV through dalal media  where the credit of scientist wa anjana ,43,,positive
407,2019-09-08 06:06:14,100rabh51088377,Tweet,bharat mata Ki jai     ,4,"जोधपुर, राजस्थान",positive
408,2019-09-08 06:06:15,drballalmanipal,Tweet,mind boggl inde effort #isro  i #bagla listen beyond comphrens someon know unman mission,14,"Bengaluru, India",positive
409,2019-09-08 06:06:17,officialhitenns,Tweet,primari object achieved  but  fact is  scientif goal data requir collect orbitt used  among things  also analys factor need account mayb miss time   ,23,,positive
410,2019-09-08 06:06:20,jackartoons,Retweet, polit opportunists  india mock #isro paid troll play petti politics  loser need told orbit orbit send data two year instead earlier one year  #chandrayaan ,24,"Mumbai, India",positive
411,2019-09-08 06:06:22,ish7879,Retweet,after # chandrayan   the languag say   thi enthusiasm e emot will now write confid in itself    that the river itself will boil and will write it thirst  the encourag of indian give a new hope to #isro    yes  love is from india  our heart give thi witness  #proudindian #proudofisro,49,,positive
412,2019-09-08 06:06:27,krirtna,Tweet,# isro  work in chandrayaan   is commendable  but whose face is too inauspici to see in the morning  he should not have gone there to give a speech # chandrayaan fail #modihaitomumkinhai,32,,negative
413,2019-09-08 06:06:28,Reet_Sonam,Retweet,lesson #isro jolt chandrayaan   ajay lele,6,India,positive
414,2019-09-08 06:06:31,RameshDhadukMP,Tweet,contact is broken  no resolution  vikram ha stopped  not isro  #proud of u isro # chandrayaan  #isro,17,"Gondal, India",positive
415,2019-09-08 06:06:32,DeepakNoshad,Retweet,proud scientist isro chandrayaan   mission  signific achievement  inform gather help futur scientif endeavors  #chandrayaan  #isro,15,"Bihar, India",positive
416,2019-09-08 06:06:33,ImSidhu27,Retweet,test time rememb martin luther king said must accept finit disappoint never lose infinit hope  proud #isro  orbit mark success support #chandrayaan  scienc achiev #isropergarvhai #isrochief,26,भारत🇮🇳🚩,positive
417,2019-09-08 06:06:35,ShavyJain,Retweet,million tear move few ,4,India,negative
418,2019-09-08 06:06:39,RajGorkha2,Tweet,proud great scientist made reach #chandrayaan  moon n futur get better congratul #isro  love      thank,15,,positive
419,2019-09-08 06:06:39,BhakkkBhosdike,Retweet,pakistan side mock unsuccess land attempt #chandrayaan  anti educ  amp  anti science  commend #isro scientist courag  amp  academ excellence  must say  failur worst thing world worst try  ,27,,negative
420,2019-09-08 06:06:43,shubhiisr,Tweet,If there is passion on your head and you will have faith in the differ and then you will have to stumbl and reject where there is truth in the objective  then you will have to bow down to the world to say that  you have to stand on your faith  also       #isro # chandrayaan  #indiaonthemoon #ksivan,57,,negative
421,2019-09-08 06:06:43,waseemahmed225,Retweet,scientist live live real science  pseudo scienc like pushpak vimana  scientist deni research budget sinc govt came power last term  educ dumb saffron hindutva propaganda substitut facts ,27,Bangalore ,negative
422,2019-09-08 06:06:47,gayani_baba,Retweet,savage      #isro #chandrayan  #isromiss #indiawithisro #indiafail #proudofisro #pkmbk,8,Pralok,positive
423,2019-09-08 06:06:47,SameedSamani,Retweet,nasa prais isro  say big thing # chandrayan  #featur #hindinew #isro #nasa,12,,positive
424,2019-09-08 06:06:48,AdityaGvss,Retweet,hope commun vikram perman lost isro tri give good climax akshay kumar  next movie  #isro #chandrayaan ,16,benguluru,positive
425,2019-09-08 06:06:48,mukeshnt,Tweet,jain sir  seem know everi indian      cannot express well  big thank put emot thought words  #isro,16,"Mumbai, India",positive
426,2019-09-08 06:06:54,IronManIndianDr,Tweet,think hug heart broken chairman group hug billion plu peopl fine gesture  need criticis politicis even deni transcendent moment countri unit one #isro,23,Madurai-Meenakhshi-AmmanTemple,positive
427,2019-09-08 06:06:56,Ramsa510,Tweet,# jai jevan # jai kisan # jai science  all of you have been together ,15,,positive
428,2019-09-08 06:06:56,VarunVaru45,Tweet,vikram fail land  but orbit safe lunar orbit job  so thi failur job  all  #isro pass     mission  proud scientist best luck come missions ,23,"Bengaluru, India",positive
429,2019-09-08 06:06:59,karntheking,Tweet,if you don t allow regular sessions  then what will work in the special session     the cost of run a parliament is hundr of crore a day  so one more chandrayaan can be sent at the expens of special sessions  # chandrayaan  #indiaonthemoon #sundaythought #break #jairamramesh #isro,47,New Delhi,positive
430,2019-09-08 06:06:59,b_devashish,Retweet,ndtv journalist pallav bagla misbehaved  spoke highli abus derogatori tone #isro scientist  wonder ndtv blot journal,16,"Bagh Muzaffar Khan, Agra",positive
431,2019-09-08 06:07:00,StudentneedsJ,Retweet,dear plz ensur news anchor cover #chandrayaan   risk live yesterday land moon cover #vikramland safe return earth  #isro,18,,positive
432,2019-09-08 06:07:01,BeniwalGotam,Tweet,pranav roy is say  pallav have apolog but pallava have done more for the isro and their scientist than the troll army   have even ask him the number of astronaut in the unman chandrayaan ,34,"बाङमेर, भारत",positive
433,2019-09-08 06:07:03,imDkumar18,Retweet,leader inspir faith  hope optimism  PM give emot hug chairman K  sivan reaffirm faith scientist engin #isro #chandrayan  team  proud scientists  proud prime minister  ,24,"Asansol, India",positive
434,2019-09-08 06:07:06,RajputAsmaar,Retweet,#indiafail #anothervirchakar #isro #chandrayan  india tum say na ho paey ga    good rape daughter,14,,positive
435,2019-09-08 06:07:06,ACommonMan1,Retweet,observ help,2,India,positive
436,2019-09-08 06:07:09,_prajapatrk,Retweet,then it should be ban to rememb just one leader in the name of isro who rememb each spoon  by the way  everi time the bu is rememb by lehru  thi time rememb the chief of #isro and be consid a hero    seem to be unabl to digest it    aloktiwari    ,50,"Nagaur, India",positive
437,2019-09-08 06:07:13,chhichhori_,Retweet,don t think #chhichhor advoc team #chandrayaan  well  must watch #isro involv keep spirit high usual    ,16,,negative
438,2019-09-08 06:07:17,GprSanta7,Retweet,indian today chang DP isro  show gratitud toward    ask you  atleast it #isro #indiamakeshistori #chandrayaan l #sivan #indiawithisro #worthlesspakistan #pkmkb #pkmkbforev #indiaproudofisro,22,"Chengalpattu, India",positive
439,2019-09-08 06:07:18,priteshmjain999,Retweet, we owe great debt #isro   sonia gandhi #chandrayaan  mission,9,,positive
440,2019-09-08 06:07:20,Bhargav13_Baka,Retweet,scene I  blue overcoat  new broken lander make it  word exchanged  hug  relief  scene ii  camera  much later morning  new coat  readi fli mumbai  hugs  word encourag scripted  #isro,29,Chennai,negative
441,2019-09-08 06:07:20,Banna_Sa7773,Retweet,the contact is broken  not encouraging  vikram ha stopped  not isro  the floor are also stubborn  the path are too stubborn  we will tri back tomorrow  becaus the spirit here are also stubborn  #isro        good morn,36,चिताई Nagaur Rajasthan 🇮🇳,positive
442,2019-09-08 06:07:23,ul_prasanthi,Retweet,sick occasion indiscret result arrog insol develop period find express  that nation abhor action unintend indiscret apolog  not deliber insolence #pallavbagla #isro,22,"Hyderabad, India",negative
443,2019-09-08 06:07:24,RGanesh2876,Retweet,barkha dutt  twitter account hacked  sinc morning  second tweet support PM modi  or  effect pictur chidambaram  tourism famou place delhi ,20,,positive
444,2019-09-08 06:07:26,nsaulakh,Tweet,use  involv  rss kee jhappi  received  probabl vision  ramayanayaan  design  base mythology  sinecur job post retir,16,"Punjab, India",negative
445,2019-09-08 06:07:31,Soutiman,Retweet,entir countri #proudofisro  #extraordinari #journey #possibl brilliant #scientists  head held high #pride #determin #achievetheunimagin #isro #believeinyourdream      #roygyan,17,,positive
446,2019-09-08 06:07:32,iammohitarana,Tweet, scienc never fail  meant experiment  #isro #indiaonthemoon #isropergarvhai #isroweareproudofy #isroscientist #isromiss #chandrayaan  #primeminist #narendramodi #humhongekaamyaab,15,India,positive
447,2019-09-08 06:07:35,Mufish_Khan_099,Tweet,chandrayan   #isro  the whole of india is proud of you  just the connect is broken  do not write resolut and work hard ,22,"Sitapur, India",positive
448,2019-09-08 06:07:35,KAlphastar08,Tweet,inde landmark event us    duli acknowledg us    power #isro,9,,positive
449,2019-09-08 06:07:37,raveshkrishan,Retweet,In a letter to the honor prime minister  mr  ji  demand the issu of account number  account number  for the financi support of #isro  indian space research organization   # chandrayaan  #isro #rajendrasingh,32,"Chandigarh, India",positive
450,2019-09-08 06:07:39,DudeHouse,Tweet,#chandrayaan  great mark achiev countri made  moment take pride  wish team #isro best  #done it ,15,,positive
451,2019-09-08 06:07:40,bsp_pari,Retweet,the owner of #ndtv defend hi journalist  challeng the congress  nehru legacy  He wrote that pallava ha done a lot for isro  he ha done a lot for scienc in india  #isro #pallavbagla,33,"Bengaluru, India",positive
452,2019-09-08 06:07:43,SweetyV48020556,Retweet,is right  #modiji on one side is insist on an economi of five trillion  and peopl are insult modiji around the world    by talk about rais fund for #isro here   ,30,"Rajasthan, India",positive
453,2019-09-08 06:07:44,Deveshs8415,Retweet,pakistani  make fun #isro #vikramland #chandrayaan  like uncl make fun nephew get  st rank iit je son  th fail   #proudofisro #isropergarvhai #proudtobeindian,22,"Gorakhpur, India",negative
454,2019-09-08 06:07:46,RDGoswaMI5,Retweet,our #isro effort will continu         whether we have to hold one or two #chidambaram         # ok       ,16,"Gujarat, India",positive
455,2019-09-08 06:07:47,stretchingspace,Tweet,isro  upcom mission #indiaonthemoon #isro #indiaproudofisro #isroweareproudofy #indiaonmoon #indiamoonmiss #indiacreatinghistori #modi #chandrayaan  #moonland,13,,positive
456,2019-09-08 06:07:51,KaiIasaVadivoFC,Retweet,#wildtig readi anoth hunt take bow sir  ,7,"Bengaluru, India",positive
457,2019-09-08 06:07:51,bgl_chowkidar,Tweet,fu  kr #pallavbagla ws corner #isro scientist like goon  tht way ask questions  u #pakistan mole r still live india  jst go away pakistan  r good export donkeys they wl difntli b benefit morons  U prestitut r   ,37,India,positive
458,2019-09-08 06:07:53,raaghudn,Tweet,world top space agenc reach moon usa     attempts  russia    attempts  india  first attempt     success     proud isro scientist   #isro #chandrayaan  #moonland,20,India,positive
459,2019-09-08 06:08:00,ArunodayVishva1,Tweet,#isro  father,2,"Kanpur, India",positive
460,2019-09-08 06:08:02,CoreSocio,Retweet,nostalgia     s      kids   doordarshan  classic nation integr theme song kapil dev  gavaskar  PT usha  dedic song #isro #chandrayaan  carri spirit india moon          ,22,India,positive
461,2019-09-08 06:08:02,Ayubkhilji4,Retweet,isro chief K sivan speak exclus #chandrayan  mission share feelings  also told us scientist got inspir pm  speech  lastly  clarifi twitter  #ksivan #chandrayaan  #isro #isropergarvhai #pmmodi,26,"राजस्थान, भारत",positive
462,2019-09-08 06:08:16,ParthI1306,Retweet,congratul team #isro nation thank sleepless nights  relentless efforts  failure  a miss  hope lead new hopes  respect determin hard work whole team ,22,,negative
463,2019-09-08 06:08:17,Ravindra__k,Retweet,shahswar fall in maidan e jung  what will that tiffel fall on your knees  #isro salut caliber  dedic courage  made us proud   ,22,Patna,positive
464,2019-09-08 06:08:18,SanjoliBhatiani,Retweet,kind societ pressur men  built men  appear emotionless situations   understand polit differ stop use scientist demonstr ignorance  super proud them  also embrac men cry  #isro #sivan    ,26,,positive
